,entryflow,exitflow,transferflow,weekday,daytype,timeid,hour,dayid
1393,89,1246,534,3,0,7,7,19
1394,142,1341,1015,3,0,8,7,19
1395,166,1381,1720,3,0,9,7,19
1396,562,1412,2274,3,0,10,8,19
1397,842,1615,2546,3,0,11,8,19
1398,559,1714,3177,3,0,12,8,19
1399,365,1860,2972,3,0,13,8,19
1400,526,1811,1795,3,0,14,9,19
1401,935,1723,1792,3,0,15,9,19
1402,591,1709,1570,3,0,16,9,19
1403,1386,1869,985,3,0,17,9,19
1404,450,1834,964,3,0,18,10,19
1405,1415,1748,735,3,0,19,10,19
1406,1549,1529,616,3,0,20,10,19
1407,1317,1345,631,3,0,21,10,19
1408,847,1357,589,3,0,22,11,19
1409,1206,1325,597,3,0,23,11,19
1410,1480,1341,566,3,0,24,11,19
1411,1531,1359,473,3,0,25,11,19
1412,2062,1342,587,3,0,26,12,19
1413,1029,1269,543,3,0,27,12,19
1414,733,1159,551,3,0,28,12,19
1415,1077,1167,689,3,0,29,12,19
1416,689,1250,618,3,0,30,13,19
1417,1623,1501,660,3,0,31,13,19
1418,1239,1260,762,3,0,32,13,19
1419,1644,1329,693,3,0,33,13,19
1420,1165,1381,650,3,0,34,14,19
1421,881,1357,707,3,0,35,14,19
1422,1916,1442,626,3,0,36,14,19
1423,993,1340,639,3,0,37,14,19
1424,1935,1353,597,3,0,38,15,19
1425,2061,1355,626,3,0,39,15,19
1426,1322,1341,630,3,0,40,15,19
1427,1227,1324,602,3,0,41,15,19
1428,2492,1291,617,3,0,42,16,19
1429,1264,1119,694,3,0,43,16,19
1430,1115,1312,760,3,0,44,16,19
1431,2263,1335,794,3,0,45,16,19
1432,1560,1139,843,3,0,46,17,19
1433,1924,1224,945,3,0,47,17,19
1434,1410,1287,1091,3,0,48,17,19
1435,2398,1139,1633,3,0,49,17,19
1436,1810,1167,1690,3,0,50,18,19
1437,2233,1095,2462,3,0,51,18,19
1438,1932,1282,2461,3,0,52,18,19
1439,2123,985,2651,3,0,53,18,19
1440,1220,915,2088,3,0,54,19,19
1441,1244,906,1773,3,0,55,19,19
1442,2170,941,1218,3,0,56,19,19
1443,1913,692,1107,3,0,57,19,19
1444,792,494,897,3,0,58,20,19
1445,668,419,891,3,0,59,20,19
1446,1396,452,768,3,0,60,20,19
1447,2292,352,843,3,0,61,20,19
1448,1574,293,685,3,0,62,21,19
1449,949,284,722,3,0,63,21,19
1450,785,212,758,3,0,64,21,19
1451,632,240,667,3,0,65,21,19
1452,1208,196,763,3,0,66,22,19
1453,964,158,540,3,0,67,22,19
1454,644,105,487,3,0,68,22,19
1455,426,91,462,3,0,69,22,19
1456,550,85,293,3,0,70,23,19
1457,210,69,114,3,0,71,23,19
1458,29,27,33,3,0,72,23,19
1459,10,23,11,3,0,73,23,19
1460,3,0,0,4,0,1,5,20
1461,10,1,0,4,0,2,6,20
1462,13,1,5,4,0,3,6,20
1463,26,62,109,4,0,4,6,20
1464,33,445,176,4,0,5,6,20
1465,68,764,234,4,0,6,7,20
1466,78,1190,549,4,0,7,7,20
1467,164,1227,1053,4,0,8,7,20
1468,173,1426,1688,4,0,9,7,20
1469,509,1370,2301,4,0,10,8,20
1470,874,1643,2622,4,0,11,8,20
1471,564,1527,3240,4,0,12,8,20
1472,327,1784,2825,4,0,13,8,20
1473,540,1717,1652,4,0,14,9,20
1474,919,1834,1570,4,0,15,9,20
1475,576,1497,1460,4,0,16,9,20
1476,1416,1671,998,4,0,17,9,20
1477,452,1623,1025,4,0,18,10,20
1478,1655,1754,687,4,0,19,10,20
1479,1384,1574,687,4,0,20,10,20
1480,1364,1231,666,4,0,21,10,20
1481,748,1290,594,4,0,22,11,20
1482,1260,1165,609,4,0,23,11,20
1483,1421,1306,589,4,0,24,11,20
1484,1544,1320,483,4,0,25,11,20
1485,2381,1402,619,4,0,26,12,20
1486,1116,1239,587,4,0,27,12,20
1487,846,1191,629,4,0,28,12,20
1488,1101,1164,688,4,0,29,12,20
1489,664,1344,643,4,0,30,13,20
1490,1679,1494,728,4,0,31,13,20
1491,1333,1394,785,4,0,32,13,20
1492,1438,1324,695,4,0,33,13,20
1493,1459,1441,724,4,0,34,14,20
1494,785,1373,768,4,0,35,14,20
1495,2048,1408,655,4,0,36,14,20
1496,923,1448,678,4,0,37,14,20
1497,2176,1493,626,4,0,38,15,20
1498,2096,1301,634,4,0,39,15,20
1499,1359,1410,702,4,0,40,15,20
1500,1643,1233,670,4,0,41,15,20
1501,2264,1264,628,4,0,42,16,20
1502,1366,1263,758,4,0,43,16,20
1503,1177,1452,781,4,0,44,16,20
1504,2282,1461,859,4,0,45,16,20
1505,1641,1199,928,4,0,46,17,20
1506,2007,1193,1011,4,0,47,17,20
1507,1496,1306,1169,4,0,48,17,20
1508,2400,1133,1716,4,0,49,17,20
1509,1868,1361,1663,4,0,50,18,20
1510,2241,1209,2280,4,0,51,18,20
1511,2140,1485,2530,4,0,52,18,20
1512,2190,1124,2716,4,0,53,18,20
1513,1229,1036,1938,4,0,54,19,20
1514,1403,1001,1677,4,0,55,19,20
1515,2382,849,1164,4,0,56,19,20
1516,1959,680,1236,4,0,57,19,20
1517,788,517,872,4,0,58,20,20
1518,633,426,806,4,0,59,20,20
1519,1399,480,766,4,0,60,20,20
1520,2634,368,863,4,0,61,20,20
1521,1574,375,720,4,0,62,21,20
1522,1206,312,734,4,0,63,21,20
1523,883,263,798,4,0,64,21,20
1524,583,235,677,4,0,65,21,20
1525,1226,203,770,4,0,66,22,20
1526,1002,161,571,4,0,67,22,20
1527,784,165,516,4,0,68,22,20
1528,549,149,503,4,0,69,22,20
1529,689,108,305,4,0,70,23,20
1530,272,87,114,4,0,71,23,20
1531,41,47,40,4,0,72,23,20
1532,14,14,13,4,0,73,23,20
1533,4,0,0,5,0,1,5,21
1534,10,5,0,5,0,2,6,21
1535,15,1,3,5,0,3,6,21
1536,24,76,102,5,0,4,6,21
1537,39,529,201,5,0,5,6,21
1538,46,807,275,5,0,6,7,21
1539,86,1127,497,5,0,7,7,21
1540,157,1412,989,5,0,8,7,21
1541,143,1468,1595,5,0,9,7,21
1542,632,1641,2217,5,0,10,8,21
1543,793,1623,2566,5,0,11,8,21
1544,529,1619,3250,5,0,12,8,21
1545,338,1876,2862,5,0,13,8,21
1546,520,1911,1655,5,0,14,9,21
1547,971,1920,1674,5,0,15,9,21
1548,632,1760,1541,5,0,16,9,21
1549,1405,1973,1059,5,0,17,9,21
1550,667,1959,1004,5,0,18,10,21
1551,1701,1823,699,5,0,19,10,21
1552,1832,1811,683,5,0,20,10,21
1553,1479,1572,731,5,0,21,10,21
1554,949,1647,623,5,0,22,11,21
1555,1463,1547,616,5,0,23,11,21
1556,1901,1853,604,5,0,24,11,21
1557,1801,1914,531,5,0,25,11,21
1558,2573,1762,664,5,0,26,12,21
1559,1283,1595,589,5,0,27,12,21
1560,1148,1727,681,5,0,28,12,21
1561,1339,1709,789,5,0,29,12,21
1562,876,2027,822,5,0,30,13,21
1563,2026,2126,897,5,0,31,13,21
1564,2075,2254,941,5,0,32,13,21
1565,2206,2075,753,5,0,33,13,21
1566,1994,2084,877,5,0,34,14,21
1567,1287,2053,898,5,0,35,14,21
1568,2828,2142,757,5,0,36,14,21
1569,1674,2293,780,5,0,37,14,21
1570,2354,2409,731,5,0,38,15,21
1571,3394,2328,764,5,0,39,15,21
1572,1964,2154,916,5,0,40,15,21
1573,2953,2127,834,5,0,41,15,21
1574,2907,1998,894,5,0,42,16,21
1575,1768,2027,1041,5,0,43,16,21
1576,1627,2517,1128,5,0,44,16,21
1577,2834,2517,1153,5,0,45,16,21
1578,2781,2276,1310,5,0,46,17,21
1579,2686,2541,1416,5,0,47,17,21
1580,2348,2465,1623,5,0,48,17,21
1581,3198,2929,2113,5,0,49,17,21
1582,2893,3004,2033,5,0,50,18,21
1583,3285,3209,2653,5,0,51,18,21
1584,3700,3310,3057,5,0,52,18,21
1585,3337,2824,2931,5,0,53,18,21
1586,2694,2668,2568,5,0,54,19,21
1587,2191,2419,2051,5,0,55,19,21
1588,3642,2119,1508,5,0,56,19,21
1589,3307,1742,1325,5,0,57,19,21
1590,2366,1225,1155,5,0,58,20,21
1591,1907,1160,1049,5,0,59,20,21
1592,2208,1149,896,5,0,60,20,21
1593,3403,898,1038,5,0,61,20,21
1594,1948,671,837,5,0,62,21,21
1595,3476,551,885,5,0,63,21,21
1596,2264,440,974,5,0,64,21,21
1597,1466,418,780,5,0,65,21,21
1598,2413,352,916,5,0,66,22,21
1599,2096,325,715,5,0,67,22,21
1600,1385,255,621,5,0,68,22,21
1601,1063,212,585,5,0,69,22,21
1602,1130,192,427,5,0,70,23,21
1603,449,124,181,5,0,71,23,21
1604,75,74,50,5,0,72,23,21
1605,23,36,21,5,0,73,23,21
1606,1,0,0,6,0,1,5,22
1607,8,5,0,6,0,2,6,22
1608,30,2,4,6,0,3,6,22
1609,22,73,84,6,0,4,6,22
1610,38,673,164,6,0,5,6,22
1611,53,1159,206,6,0,6,7,22
1612,93,1503,407,6,0,7,7,22
1613,144,1937,462,6,0,8,7,22
1614,147,1969,657,6,0,9,7,22
1615,575,1683,1033,6,0,10,8,22
1616,834,1874,1078,6,0,11,8,22
1617,584,1980,1514,6,0,12,8,22
1618,393,2382,1418,6,0,13,8,22
1619,556,2388,1026,6,0,14,9,22
1620,1047,2225,1236,6,0,15,9,22
1621,765,1995,1133,6,0,16,9,22
1622,2084,2047,1128,6,0,17,9,22
1623,753,2405,1027,6,0,18,10,22
1624,2203,2232,863,6,0,19,10,22
1625,2354,2152,1058,6,0,20,10,22
1626,2264,2008,1022,6,0,21,10,22
1627,1489,1774,966,6,0,22,11,22
1628,2166,1739,976,6,0,23,11,22
1629,2289,1705,941,6,0,24,11,22
1630,2246,1812,999,6,0,25,11,22
1631,2482,1556,921,6,0,26,12,22
1632,1927,1511,841,6,0,27,12,22
1633,1189,1321,803,6,0,28,12,22
1634,1413,1353,962,6,0,29,12,22
1635,993,1543,954,6,0,30,13,22
1636,1738,1665,1079,6,0,31,13,22
1637,1956,1697,975,6,0,32,13,22
1638,1882,1784,1108,6,0,33,13,22
1639,1723,1603,975,6,0,34,14,22
1640,927,1701,1174,6,0,35,14,22
1641,2199,1725,1134,6,0,36,14,22
1642,1500,1931,1050,6,0,37,14,22
1643,2015,1830,1151,6,0,38,15,22
1644,2732,2000,937,6,0,39,15,22
1645,1782,1749,1063,6,0,40,15,22
1646,1768,1657,992,6,0,41,15,22
1647,2643,1540,985,6,0,42,16,22
1648,1586,1546,976,6,0,43,16,22
1649,1349,1738,1123,6,0,44,16,22
1650,2376,1613,1075,6,0,45,16,22
1651,1897,1570,1092,6,0,46,17,22
1652,2337,1609,1259,6,0,47,17,22
1653,1667,1596,1416,6,0,48,17,22
1654,2361,1609,1428,6,0,49,17,22
1655,1970,1313,1480,6,0,50,18,22
1656,2127,1356,1730,6,0,51,18,22
1657,2188,1608,1788,6,0,52,18,22
1658,2016,1463,1756,6,0,53,18,22
1659,1321,1374,1598,6,0,54,19,22
1660,1246,1375,1170,6,0,55,19,22
1661,2108,1176,1231,6,0,56,19,22
1662,1964,988,1207,6,0,57,19,22
1663,935,711,1067,6,0,58,20,22
1664,554,732,973,6,0,59,20,22
1665,1590,711,932,6,0,60,20,22
1666,2532,403,914,6,0,61,20,22
1667,1312,520,882,6,0,62,21,22
1668,1078,311,820,6,0,63,21,22
1669,871,336,933,6,0,64,21,22
1670,647,327,905,6,0,65,21,22
1671,1015,257,834,6,0,66,22,22
1672,1311,209,838,6,0,67,22,22
1673,611,196,712,6,0,68,22,22
1674,376,135,512,6,0,69,22,22
1675,559,148,512,6,0,70,23,22
1676,199,95,177,6,0,71,23,22
1677,67,58,52,6,0,72,23,22
1678,20,27,15,6,0,73,23,22
1679,1,0,0,7,1,1,5,23
1680,11,5,0,7,1,2,6,23
1681,17,2,3,7,1,3,6,23
1682,20,53,95,7,1,4,6,23
1683,32,433,129,7,1,5,6,23
1684,45,711,165,7,1,6,7,23
1685,63,971,298,7,1,7,7,23
1686,122,1045,403,7,1,8,7,23
1687,167,1252,548,7,1,9,7,23
1688,468,1194,758,7,1,10,8,23
1689,602,1383,816,7,1,11,8,23
1690,503,1391,1045,7,1,12,8,23
1691,251,1621,1039,7,1,13,8,23
1692,521,1763,707,7,1,14,9,23
1693,741,1637,865,7,1,15,9,23
1694,603,1760,812,7,1,16,9,23
1695,1307,1882,843,7,1,17,9,23
1696,979,1711,811,7,1,18,10,23
1697,2010,1653,699,7,1,19,10,23
1698,1384,1595,765,7,1,20,10,23
1699,1418,1543,699,7,1,21,10,23
1700,848,1524,686,7,1,22,11,23
1701,1882,1581,681,7,1,23,11,23
1702,1893,1510,722,7,1,24,11,23
1703,1869,1572,703,7,1,25,11,23
1704,1950,1579,654,7,1,26,12,23
1705,1656,1498,693,7,1,27,12,23
1706,1244,1524,715,7,1,28,12,23
1707,1208,1727,760,7,1,29,12,23
1708,972,1945,740,7,1,30,13,23
1709,1980,2276,836,7,1,31,13,23
1710,1740,2155,856,7,1,32,13,23
1711,2061,2141,1013,7,1,33,13,23
1712,2025,2084,891,7,1,34,14,23
1713,1394,2082,1011,7,1,35,14,23
1714,2702,2419,1099,7,1,36,14,23
1715,1727,2641,935,7,1,37,14,23
1716,2999,2710,1190,7,1,38,15,23
1717,2742,2930,909,7,1,39,15,23
1718,2536,2563,1138,7,1,40,15,23
1719,3016,2110,950,7,1,41,15,23
1720,3205,2418,1081,7,1,42,16,23
1721,2562,2282,1067,7,1,43,16,23
1722,2448,2848,1204,7,1,44,16,23
1723,2961,2400,1093,7,1,45,16,23
1724,3318,2046,1173,7,1,46,17,23
1725,3145,2011,1125,7,1,47,17,23
1726,2333,2357,1308,7,1,48,17,23
1727,3180,2359,1599,7,1,49,17,23
1728,2469,2417,1315,7,1,50,18,23
1729,2922,2658,1283,7,1,51,18,23
1730,3847,2346,1342,7,1,52,18,23
1731,3104,1968,1349,7,1,53,18,23
1732,2642,2015,1211,7,1,54,19,23
1733,2528,2125,893,7,1,55,19,23
1734,3797,1891,1086,7,1,56,19,23
1735,4297,1437,977,7,1,57,19,23
1736,2243,1213,892,7,1,58,20,23
1737,1786,1076,800,7,1,59,20,23
1738,2453,1227,747,7,1,60,20,23
1739,4043,848,765,7,1,61,20,23
1740,2879,619,749,7,1,62,21,23
1741,3773,488,611,7,1,63,21,23
1742,2813,369,662,7,1,64,21,23
1743,1443,349,594,7,1,65,21,23
1744,2874,356,527,7,1,66,22,23
1745,2929,260,702,7,1,67,22,23
1746,1630,217,568,7,1,68,22,23
1747,836,120,403,7,1,69,22,23
1748,1323,97,325,7,1,70,23,23
1749,408,87,77,7,1,71,23,23
1750,101,43,25,7,1,72,23,23
1751,53,18,11,7,1,73,23,23
1752,3,0,0,1,1,1,5,24
1753,10,3,0,1,1,2,6,24
1754,10,5,5,1,1,3,6,24
1755,28,103,106,1,1,4,6,24
1756,51,622,251,1,1,5,6,24
1757,60,1206,288,1,1,6,7,24
1758,127,1895,626,1,1,7,7,24
1759,215,1754,1205,1,1,8,7,24
1760,251,1701,1800,1,1,9,7,24
1761,1061,1769,2482,1,1,10,8,24
1762,1196,1687,2798,1,1,11,8,24
1763,822,1950,3393,1,1,12,8,24
1764,412,2023,3060,1,1,13,8,24
1765,622,2201,1771,1,1,14,9,24
1766,1208,2359,1729,1,1,15,9,24
1767,747,1797,1618,1,1,16,9,24
1768,1926,2326,1074,1,1,17,9,24
1769,451,2377,1034,1,1,18,10,24
1770,2299,2017,687,1,1,19,10,24
1771,1675,1774,769,1,1,20,10,24
1772,1527,1630,656,1,1,21,10,24
1773,950,1644,603,1,1,22,11,24
1774,1739,1570,598,1,1,23,11,24
1775,1863,1736,605,1,1,24,11,24
1776,1732,1641,499,1,1,25,11,24
1777,2160,1577,657,1,1,26,12,24
1778,1363,1579,506,1,1,27,12,24
1779,899,1332,575,1,1,28,12,24
1780,1185,1271,617,1,1,29,12,24
1781,768,1445,642,1,1,30,13,24
1782,1368,1611,676,1,1,31,13,24
1783,1601,1535,746,1,1,32,13,24
1784,1655,1604,680,1,1,33,13,24
1785,1443,1683,698,1,1,34,14,24
1786,834,1548,724,1,1,35,14,24
1787,1860,1566,586,1,1,36,14,24
1788,1127,1605,697,1,1,37,14,24
1789,1686,1475,678,1,1,38,15,24
1790,2381,1574,634,1,1,39,15,24
1791,1467,1426,698,1,1,40,15,24
1792,1333,1418,617,1,1,41,15,24
1793,2234,1292,712,1,1,42,16,24
1794,1318,1344,776,1,1,43,16,24
1795,1150,1501,828,1,1,44,16,24
1796,2103,1436,788,1,1,45,16,24
1797,1694,1165,858,1,1,46,17,24
1798,1857,1365,1007,1,1,47,17,24
1799,1410,1204,1110,1,1,48,17,24
1800,1858,1075,1671,1,1,49,17,24
1801,2103,1076,1831,1,1,50,18,24
1802,1430,1078,2358,1,1,51,18,24
1803,2227,1221,2448,1,1,52,18,24
1804,2058,1038,2581,1,1,53,18,24
1805,1209,1003,1975,1,1,54,19,24
1806,1232,882,1691,1,1,55,19,24
1807,1880,808,1139,1,1,56,19,24
1808,1799,670,1072,1,1,57,19,24
1809,1064,469,886,1,1,58,20,24
1810,506,405,846,1,1,59,20,24
1811,1405,480,660,1,1,60,20,24
1812,2200,328,855,1,1,61,20,24
1813,1130,265,631,1,1,62,21,24
1814,1262,219,732,1,1,63,21,24
1815,853,209,717,1,1,64,21,24
1816,572,253,600,1,1,65,21,24
1817,1049,157,719,1,1,66,22,24
1818,965,135,476,1,1,67,22,24
1819,602,145,415,1,1,68,22,24
1820,336,95,472,1,1,69,22,24
1821,552,82,247,1,1,70,23,24
1822,194,53,94,1,1,71,23,24
1823,29,39,31,1,1,72,23,24
1824,14,19,11,1,1,73,23,24
1825,1,0,0,2,0,1,5,25
1826,7,4,0,2,0,2,6,25
1827,10,3,5,2,0,3,6,25
1828,18,59,91,2,0,4,6,25
1829,22,478,200,2,0,5,6,25
1830,44,835,262,2,0,6,7,25
1831,89,1144,564,2,0,7,7,25
1832,150,1303,1042,2,0,8,7,25
1833,151,1641,1744,2,0,9,7,25
1834,683,1551,2264,2,0,10,8,25
1835,742,1660,2644,2,0,11,8,25
1836,582,1601,3279,2,0,12,8,25
1837,351,1876,2962,2,0,13,8,25
1838,544,1929,1730,2,0,14,9,25
1839,959,1927,1744,2,0,15,9,25
1840,647,1699,1554,2,0,16,9,25
1841,1522,1893,1068,2,0,17,9,25
1842,410,1835,983,2,0,18,10,25
1843,1473,1833,795,2,0,19,10,25
1844,1441,1479,663,2,0,20,10,25
1845,1136,1363,661,2,0,21,10,25
1846,690,1405,616,2,0,22,11,25
1847,1420,1193,668,2,0,23,11,25
1848,1459,1404,617,2,0,24,11,25
1849,1386,1468,452,2,0,25,11,25
1850,1941,1415,593,2,0,26,12,25
1851,1387,1316,525,2,0,27,12,25
1852,756,1302,545,2,0,28,12,25
1853,1089,1143,664,2,0,29,12,25
1854,621,1410,653,2,0,30,13,25
1855,1602,1494,673,2,0,31,13,25
1856,1302,1449,766,2,0,32,13,25
1857,1325,1350,714,2,0,33,13,25
1858,1211,1289,683,2,0,34,14,25
1859,831,1353,775,2,0,35,14,25
1860,1737,1308,629,2,0,36,14,25
1861,918,1418,732,2,0,37,14,25
1862,1809,1466,646,2,0,38,15,25
1863,2019,1472,646,2,0,39,15,25
1864,1170,1358,661,2,0,40,15,25
1865,1483,1427,613,2,0,41,15,25
1866,2060,1286,630,2,0,42,16,25
1867,1163,1229,810,2,0,43,16,25
1868,1070,1401,797,2,0,44,16,25
1869,1927,1479,843,2,0,45,16,25
1870,1552,1205,851,2,0,46,17,25
1871,1794,1269,939,2,0,47,17,25
1872,1312,1090,1169,2,0,48,17,25
1873,2297,1181,1663,2,0,49,17,25
1874,1766,1129,1798,2,0,50,18,25
1875,1906,1153,2232,2,0,51,18,25
1876,1858,1057,2441,2,0,52,18,25
1877,2074,1017,2594,2,0,53,18,25
1878,1085,936,1992,2,0,54,19,25
1879,1330,877,1706,2,0,55,19,25
1880,2061,856,1122,2,0,56,19,25
1881,1634,636,1094,2,0,57,19,25
1882,900,485,887,2,0,58,20,25
1883,593,368,803,2,0,59,20,25
1884,1524,454,728,2,0,60,20,25
1885,2129,371,855,2,0,61,20,25
1886,1286,344,733,2,0,62,21,25
1887,941,206,756,2,0,63,21,25
1888,780,219,782,2,0,64,21,25
1889,446,190,606,2,0,65,21,25
1890,912,155,672,2,0,66,22,25
1891,998,131,482,2,0,67,22,25
1892,572,135,465,2,0,68,22,25
1893,367,105,385,2,0,69,22,25
1894,597,99,320,2,0,70,23,25
1895,165,57,104,2,0,71,23,25
1896,34,56,35,2,0,72,23,25
1897,8,31,6,2,0,73,23,25
1898,2,0,0,3,0,1,5,26
1899,5,4,0,3,0,2,6,26
1900,12,4,4,3,0,3,6,26
1901,18,58,87,3,0,4,6,26
1902,39,410,183,3,0,5,6,26
1903,60,783,222,3,0,6,7,26
1904,96,1129,537,3,0,7,7,26
1905,130,1256,1051,3,0,8,7,26
1906,139,1390,1708,3,0,9,7,26
1907,612,1415,2306,3,0,10,8,26
1908,637,1731,2599,3,0,11,8,26
1909,584,1606,3200,3,0,12,8,26
1910,302,1703,2910,3,0,13,8,26
1911,508,1838,1624,3,0,14,9,26
1912,869,1820,1544,3,0,15,9,26
1913,655,1457,1547,3,0,16,9,26
1914,1376,1657,1076,3,0,17,9,26
1915,325,1948,1009,3,0,18,10,26
1916,1606,1491,724,3,0,19,10,26
1917,1360,1569,663,3,0,20,10,26
1918,1001,1281,675,3,0,21,10,26
1919,861,1326,564,3,0,22,11,26
1920,1420,1180,651,3,0,23,11,26
1921,1329,1438,574,3,0,24,11,26
1922,1249,1421,517,3,0,25,11,26
1923,2053,1278,637,3,0,26,12,26
1924,1351,1191,510,3,0,27,12,26
1925,749,1226,584,3,0,28,12,26
1926,1014,1072,632,3,0,29,12,26
1927,698,1200,620,3,0,30,13,26
1928,1553,1409,657,3,0,31,13,26
1929,1218,1308,787,3,0,32,13,26
1930,1376,1296,709,3,0,33,13,26
1931,1258,1298,662,3,0,34,14,26
1932,759,1458,689,3,0,35,14,26
1933,1832,1414,546,3,0,36,14,26
1934,879,1444,703,3,0,37,14,26
1935,2062,1435,569,3,0,38,15,26
1936,1977,1403,574,3,0,39,15,26
1937,1296,1386,675,3,0,40,15,26
1938,1546,1324,659,3,0,41,15,26
1939,2079,1252,654,3,0,42,16,26
1940,1215,1125,761,3,0,43,16,26
1941,1159,1405,777,3,0,44,16,26
1942,1808,1301,798,3,0,45,16,26
1943,1610,1305,896,3,0,46,17,26
1944,1791,1128,837,3,0,47,17,26
1945,1210,1091,1129,3,0,48,17,26
1946,2244,1038,1687,3,0,49,17,26
1947,1979,1093,1736,3,0,50,18,26
1948,2081,987,2341,3,0,51,18,26
1949,1908,1398,2492,3,0,52,18,26
1950,2067,985,2528,3,0,53,18,26
1951,1136,923,2023,3,0,54,19,26
1952,1571,887,1687,3,0,55,19,26
1953,2056,781,1219,3,0,56,19,26
1954,1768,622,1122,3,0,57,19,26
1955,859,459,918,3,0,58,20,26
1956,554,348,859,3,0,59,20,26
1957,1299,476,773,3,0,60,20,26
1958,2048,336,846,3,0,61,20,26
1959,1355,307,722,3,0,62,21,26
1960,949,255,771,3,0,63,21,26
1961,927,220,840,3,0,64,21,26
1962,472,230,684,3,0,65,21,26
1963,1038,197,728,3,0,66,22,26
1964,930,133,557,3,0,67,22,26
1965,628,144,513,3,0,68,22,26
1966,413,107,474,3,0,69,22,26
1967,499,91,288,3,0,70,23,26
1968,177,55,106,3,0,71,23,26
1969,26,30,43,3,0,72,23,26
1970,18,22,11,3,0,73,23,26
1971,7,0,0,4,0,1,5,27
1972,5,3,0,4,0,2,6,27
1973,13,5,6,4,0,3,6,27
1974,22,53,100,4,0,4,6,27
1975,39,417,196,4,0,5,6,27
1976,44,770,225,4,0,6,7,27
1977,75,1169,538,4,0,7,7,27
1978,140,1323,1018,4,0,8,7,27
1979,167,1392,1602,4,0,9,7,27
1980,426,1475,2285,4,0,10,8,27
1981,890,1520,2604,4,0,11,8,27
1982,539,1628,3170,4,0,12,8,27
1983,359,1763,2965,4,0,13,8,27
1984,548,1734,1689,4,0,14,9,27
1985,817,1984,1785,4,0,15,9,27
1986,534,1561,1607,4,0,16,9,27
1987,1439,1888,1044,4,0,17,9,27
1988,406,1867,1003,4,0,18,10,27
1989,1381,1734,707,4,0,19,10,27
1990,1463,1467,673,4,0,20,10,27
1991,1185,1297,726,4,0,21,10,27
1992,887,1352,615,4,0,22,11,27
1993,1540,1161,642,4,0,23,11,27
1994,1408,1437,595,4,0,24,11,27
1995,1577,1475,416,4,0,25,11,27
1996,1860,1322,612,4,0,26,12,27
1997,1160,1373,540,4,0,27,12,27
1998,759,1233,546,4,0,28,12,27
1999,1116,1234,665,4,0,29,12,27
2000,674,1214,671,4,0,30,13,27
2001,1645,1497,777,4,0,31,13,27
2002,1102,1416,788,4,0,32,13,27
2003,1365,1493,655,4,0,33,13,27
2004,1284,1412,690,4,0,34,14,27
2005,812,1481,704,4,0,35,14,27
2006,1542,1527,613,4,0,36,14,27
2007,1300,1616,667,4,0,37,14,27
2008,2257,1528,648,4,0,38,15,27
2009,1942,1529,555,4,0,39,15,27
2010,1151,1374,682,4,0,40,15,27
2011,1383,1461,697,4,0,41,15,27
2012,2348,1397,675,4,0,42,16,27
2013,1268,1415,699,4,0,43,16,27
2014,1056,1474,772,4,0,44,16,27
2015,1405,1418,760,4,0,45,16,27
2016,2060,1283,867,4,0,46,17,27
2017,2040,1249,884,4,0,47,17,27
2018,1262,1370,1154,4,0,48,17,27
2019,2474,1316,1697,4,0,49,17,27
2020,1870,1344,1689,4,0,50,18,27
2021,1910,1181,2289,4,0,51,18,27
2022,2391,1506,2426,4,0,52,18,27
2023,2155,1278,2599,4,0,53,18,27
2024,1482,1035,1982,4,0,54,19,27
2025,1441,1051,1676,4,0,55,19,27
2026,2579,939,1176,4,0,56,19,27
2027,1969,725,1155,4,0,57,19,27
2028,907,498,962,4,0,58,20,27
2029,544,443,889,4,0,59,20,27
2030,1400,531,712,4,0,60,20,27
2031,2255,353,867,4,0,61,20,27
2032,1510,289,709,4,0,62,21,27
2033,949,247,731,4,0,63,21,27
2034,807,236,751,4,0,64,21,27
2035,569,206,696,4,0,65,21,27
2036,1159,179,722,4,0,66,22,27
2037,965,191,514,4,0,67,22,27
2038,706,122,517,4,0,68,22,27
2039,426,116,476,4,0,69,22,27
2040,618,102,316,4,0,70,23,27
2041,246,76,109,4,0,71,23,27
2042,34,53,32,4,0,72,23,27
2043,17,19,17,4,0,73,23,27
2044,2,0,0,5,0,1,5,28
2045,9,9,0,5,0,2,6,28
2046,28,5,7,5,0,3,6,28
2047,29,45,84,5,0,4,6,28
2048,20,505,173,5,0,5,6,28
2049,36,765,225,5,0,6,7,28
2050,89,1142,455,5,0,7,7,28
2051,131,1272,988,5,0,8,7,28
2052,148,1340,1589,5,0,9,7,28
2053,565,1431,2231,5,0,10,8,28
2054,715,1507,2457,5,0,11,8,28
2055,523,1813,3071,5,0,12,8,28
2056,290,1727,2865,5,0,13,8,28
2057,558,1697,1728,5,0,14,9,28
2058,794,2008,1672,5,0,15,9,28
2059,596,1655,1516,5,0,16,9,28
2060,1298,2123,1131,5,0,17,9,28
2061,711,2024,962,5,0,18,10,28
2062,1612,1831,697,5,0,19,10,28
2063,947,1758,742,5,0,20,10,28
2064,1353,1482,707,5,0,21,10,28
2065,1692,1654,658,5,0,22,11,28
2066,1656,1502,668,5,0,23,11,28
2067,1530,1717,659,5,0,24,11,28
2068,1710,1947,539,5,0,25,11,28
2069,2128,1768,677,5,0,26,12,28
2070,1789,1688,665,5,0,27,12,28
